"id","article"
"2296"," intens night tip bring qsr tough market congress lipton lipton small small hous econom dine dine back tuesday high high high high restaur restaur restaur restaur restaur restaur restaur restaur restaur restaur restaur rate chain chain chain chain chain month month fast fast fast fast fast fast fast year year term term start billion good good food food food food food food food unit employ employ peopl peopl stat percent pay pay pay requir expect govern bill level level pric pric pric pric busi busi law law law custom million million open open hour hour hour hour hour deliv minim minim minim minim minim minim minim minim minim long long control roge industr industr increas increas increas increas increas increas feder feder rais rais rais rais rais rise rise short short financ financ cent cent cent cent pack work work work work work work work work forc entry compet compet compet compet compet quick servic servic search transl chief chief job neighbor cost risk estimat aim americ americ americ base problem earn earn run result wag wag wag wag wag wag wag wag wag wag wag wag break hike relief hamburg driv driv pizz pizz pizz impact impact mandat concern rippl effect effect item item bruc cotton spokesm spokesm john intern silf lexington ky crew denny total lynch lynch wendy wendy clinton oct sept whit oppos aver late prompt prompt stor set hire hire few young argu make negat impos add add republ measur partn partn execut execut hut fear franchis terry presid presid freund freund operat operat operat compens wichit kan hope scal ord boost cook offic offic count sign sign staff metropolit tax kid casual casual establ establ"
"2297"," early recov market market market market market market econom econom back back tuesday stock stock stock stock stock stock stock clos clos clos record fast high high high high high interest interest interest interest interest rate rate rate rate rate rate mor year term bank arizon tobacc tobacc tobacc prefer york firm point point list invest invest smok smok ston issu issu issu quart quart percent strong expect expect philip advanc second fell fell fell fell gain pric index index index index index index rally rally volum million shar shar end end stead stead feder feder reserv short short sue pressur weak weak grow medicaid assoc continu declin inflat growth fact fact fact new new new estimat put put rjr nabisc americ americ loew led earn inspir announc heat blu blu blu blu chip chip chip chip fed fed fed fed intern intern dow dow dow jone aver aver throw set set broad strateg strateg moderat polic polic afternoon unchang unchang unchang unchang allow hurdl make make make ling fear add add add surpr neutral richard crip leg presid mason wood walk pace hold hold amid sign slow slow keep sale sale independ sought stay fire approach bound nov remov congress compan compan roadblock elect tech recent slip hous hous ust retail hbo stall medic pare slump look gener broker rumor downgrad hard opinion find perform indic griffin spectacul game joseph soar barthel merg fahnestock sun sun way hotel liquid tylan visibl receiv safet inquir stud potent composit composit composit data morg stanley trim cisc system intel standard poor nys nys common wilshir equit line lost lost stat meet decid kans open techn techn industr industr industr increas polit buy buy commit rose rose rose rose cent exchang exchang chief chief cost sell wall street softwar nasdaq nasdaq"
"2298"," market market market market evident econom econom econom econom econom econom econom econom econom econom money tuesday tuesday tuesday stock fast interest interest interest rate rate rate rate rate rate rate rate rate rate rate rate rate month month low year year year year year year ahead ahead term term bank bank bank bank bank bank bank bank point point invest week week week quart quart quart quart percent percent percent strong anal anal expect expect expect check check level pric pric end end end long remain remain remain chicag stead stead stead stead feder feder feder feder feder reserv reserv rais rais short attract weak worry san grow grow continu inflat inflat inflat inflat inflat inflat inflat bid growth growth new put consum burst wag wag wag relief wide impact driv driv announc announc pickup spokesm heat expand lynch fed fed fed fed fed fed fed fed fed held held held clinton sept bond chang dow jone jone aver chairm chairm republ polic polic measur unchang make make fear add vice presid presid presid pace hold hold hold amid solid sign slow slow slow slow slow sale group tough fire nov congress elect elect elect elect recent hous retail stall joseph potent data good rich line mill correspons key fund loan annual gmt employ coyn noneth benign mob ken mayland st stat loui meet meet meet keycorp appear quest mean decid decid decid decid precaut reut janu wan wax david brok aubrey lanston face task push sandwich party nominat convent dieg open open open democrat win consid ve momentum reckon sustain fan industr extr increas increas pocket portend unemploy bet polit polit hover past rise rise rise feed greensp told lawmak lose warn eventual commit commit fade vigil rose prevent cent cent cent cent cent cent cut work work work forc spend half speed chief job job part basi base survey charg wall street need forecast alan offic left commerc"
"2299"," recov recov recov recov compan compan early market market back tuesday tuesday money money year year receiv york billion billion billion suit suit firm invest invest invest invest invest invest unit equit equit seek larg issu stat pay pay pay decid cash name name name name name name quest quest quest design defend law law law legal face liabl liabl liabl liabl liabl hour hour challeng long case case monday lawy time feder off financ commit commit made told told exchang loss call continu lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd ceo ronald sandl sandl sandl sandl sandl sandl sandl sandl london underw court court court interrog insur ago multibill critic solvent solvent pound courtroom district judg judg posit payn payn payn payn payn payn complex chief restructur ten thousand claim claim quaint cost anxi await outcom apply settl americ injunct rescu propos propos reinsur pollut asbestos offset vote aug plaintiff detail contend breach disclosur plan plan plan plan plan plan plan plan plan day crucial hap break extingu relat char includ includ ask ask benefact benefact answ answ dispos leftov asset prem unabl proceed resum lunch criticis inform secur secur refus worldw determin subject dollar dollar compl total friday sec sec neutr respons request rule separat morn robert dismit action need need brought know afternoon releas extent pleas pleas add enter recogn pete execut execut lane opportun boost offic left block block"
"2300"," nasdaq nasdaq hbo tuesday stock cisc system intel issu corp corp corp activ activ iomeg vike lm eric tel ascend com com oracl offic cp tele trad trad"
"2301"," tuesday stock clos clos high composit york nys nys fell pric pric gain volum shar monday industr rose lose exchang compar dow jone aver aver aver moderat unchang trad beat"
"2302"," columb columb columb columb columb columb columb columb compan compan compan hca hca healthcar acquir acquir acquir shield shield clear policyhold policyhold policyhold protest protest gener outnumb attend proxy carry read tuesday stop repret retir union entit chain entir burry doct hospit hospit hospit hospit own beneex countr merg merg year patient patient congressm sherrod review restrain northeast cover generat agree form guarantee billion billion writ retain retain manag deal deal deal annual employ peopl larg treat week meet meet meet meet approv approv attorney special advanc quest busi model million million nation nation feder feder area rais commit provid health health health care care work continu assoc compet insur insur insur insur insur brown brown improv chief mail cost program ohio ohio ohio ohio ohio propos propos reinsur consum profit corp includ ask concern concern revenu reduc reduc prem account spokesm john blu blu blu blu blu blu blu blu blu blu blu blu blu blu blu memb joint ventur role chairm polic hurdl execut activ operat operat opportun offic sign trad trad trad cross cross cross cross cross cross cross cross cross cross cross cross cross mln"
"2303"," retir retir econom back tuesday tuesday interest team year year year ahead war war war war war war war war war war war war hero hero colin colin powel powel powel powel powel powel powel road point dole dole dole dole dole dole dole dole dole dole dole dole dole dole dole dole hist gulf gulf lent prestig food ticket alongsid jack kemp kemp kemp kemp veter veter veter veter kentuck natur issu help help help week lead lead lead lead troop troop vict desert storm world world introduc percent lesson balanc strong strong less accus administ administ modern junior bill enlist defend defend defend defend personnel stamp uniform speech speech outlin main career show show appar spotlight rally candid secret haven discuss cabinet prior strength author end imag die long toler social reel oust remind wish greet feder louisvill louisvill airport vfw prais champ proud paid off purpl wound vision foreign reassur san comfort friend enemy notic washington accompan wiv head visit lady lady auxil nearb auditor women hear event delight marion watson chuckl senat crowd poll poll harmon ll energ infus widen mate centrepiec pledg incom put harm elder scant simpl mat americ americ struggl run run plan includ includ clinton clinton clinton clinton project whit few young set moderat republ republ republ republ republ make make add surpr hope presid presid presid operat independ nov congress elect hous gener gener rumor opinion receiv gap stat meet meet meet appear kans party convent convent convent dieg nation nation ve ve ve told provid commit made cut cut cut forc servic spend bob bob part sell detail hap post unabl great great great budget budget joint hit late need fight fight heart campaign campaign campaign campaign tax tax wear wear prepar clear popul"
"2304"," congress congress life small small hous hous carry tuesday high restaur year year year billion peopl today ticket percent pay pay lead vict bill bill bill bill bill bill bill busi busi law law law million hour minim minim minim minim minim minim party democrat increas time time rais rais greet made paid cent cent cent call work work work work forc fami fami play ll crowd part cost south americ americ americ americ led earn gave differ abil failur surround reward wag wag wag wag wag wag wag break unskill includ sugarcoat child child pill labor great hand hand reimpos typic airlin pass pass ran fellow legisl legisl legisl object flag remark piec pro pro pro elabor ceremon ceremon lawn celebr faith real clinton clinton clinton clinton clinton clinton clinton achief oct fanfar sept girl music whit whit marin band stor podium parallel season column perfect fram make pose pink republ republ add add dress measur arm presid presid presid walk walk walk boost boost sign sign sign sign sign sign tax tax"
"2305"," expos recov label compan compan fully awar early gener gener tuesday tuesday clos month own countr begin begin year year year year mor mor mor york arizon arizon suit suit tobacc tobacc tobacc tobacc tobacc tobacc tobacc tobacc tobacc file file unit lawsuit lawsuit join seek hundred smok smok smok smok smok smok smok fund produc produc produc stat stat stat stat britain attorney attorney carl stoval expect decid decid philip philip philip florid kans kans cos thursday indianapol indianapol liabl challeng jury jury jury jury delib case case case case roge roge roge roge roge roge lawy lawy lawy discuss age age industr industr industr industr industr industr industr die die lung lung lung canc canc canc canc widow unspecif damag public public public advocat advocat urg mayor mayor rudolph giulian sue sue health health care pack green warn san wound francisc head effort obtain city city city medicaid medicaid cigaret cigaret cigaret jacksonvill award man man strick court court lucky strik move fami fami fami defect brown brown brown near williamson williamson williamson plc neglig fail marion new grant cost cost risk risk americ rjr sell nabisc reynold reynold simil contend brook ligget ligget corp corp corp child wednesday inform held separat know make teen parent indian superior confer litigat richard recoup let heel mark hung wood peddl hold addict addict addict origin quit quit count count subsid subsid death diagnos trial group group group choic"
"2306"," recov recov compan compan compan compan compan compan market anti disclos knowledg nicotin publ gener gener correct indig alleg alleg alleg engag tuesday target massiv stop repret illeg conspir violat antitrust fraud fair practic monet prohibit year promot kill mor arizon arizon arizon arizon arizon arizon arizon tobacc tobacc tobacc tobacc tobacc tobacc tobacc tobacc tobacc tobacc tobacc tobacc tobacc firm file file file lawsuit lawsuit lawsuit lawsuit lawsuit lawsuit list join join seek seek smok smok smok fund ill ill produc produc stat stat stat stat attorney attorney carl requir stoval stoval philip kans kans kans kans cos big defend million damag damag public public grow health provid told care research city medicaid medicaid medicaid court court brown williamson resid resid take new grant cost cost cost estimat incur date americ educat rj reynold consum lorillard hill knowlton council institut corp relat relat relat relat child child ask major broad add add confer campaign litigat wood wood wood advert advert addict addict sale trad"
"2307"," market market market market market feel slip slip tuesday tuesday stock stock clos clos clos high high low low begin ahead bargain bargain stung cheap build build octob data brent brent brent brent brent brent shrank blend north north north sea sea sea overheat system unoffic forward physic suggest poor cargoe fetch unit avert pump rich wait wint larg guid week week light light west afric distill produc grad stat tran atlant ipe nymex world world pric pric pric pric pric show futur futur futur million million support crud crud crud crud crud crud benchmark oil oil oil oil oil cent head margin london fail direct risk date date shop aug aug run run differ day break refin refin refin invent diesel gasolin prem prem heat heat barrel barrel barrel barrel barrel dollar oct sept due prompt season broad forecast trad"
"2308"," fire approach nov congress market market market market elect elect elect recent evident hous retail econom econom econom econom econom econom econom econom econom econom econom stall tuesday tuesday money money joseph interest interest rate rate rate rate rate rate rate rate rate month fast monet year year year ahead term term bank bank bank bank point forward line good annual rich mill week week week correspons quart quart quart key fund gmt stat coyn meet meet meet percent percent percent anal expect expect opt decid decid decid cool bill overnight felt check sit quest mix mean cheney cheney precaut boston reut hancock hancock janu pref act belief fomc fomc open open open end end long sandwich party nominat convent dieg democrat remain remain win increas stead stead stead stead consid feder feder feder feder feder momentum momentum reserv reserv reckon chicag polit sustain fan rise rise extr pocket portend financ grow grow weak commit commit cent cent cent lose san cut work continu continu inflat inflat inflat servic spend move half half speed chief buoy new put job basi base consum justif wide announc charg survey driv impact hand expand heat spokesm john fed fed fed fed fed held clinton sept polic polic polic make make unchang republ add measur forecast surpr presid presid presid pace pace solid hold hold hold offic sale amid commerc left sign sign slow slow slow independ"
"2309"," early market market engag tuesday ag target union fair practic practic countr begin schedul view view unit unit unit seek issu produc produc stat stat stat stat stat stat stat canad world world world administ aid eu eu eu eu eu reform alli european open assur enterpr enterpr enterpr enterpr round round control control talk nation dan glickm secret sum elimin elimin unfair unfair win ste ste prior avoid schroet schroet schroet deput assist afford equival equival sweeten sympos speak disciplin disadvant financ ground commit met monopo obstruc frequ import import cite wheat austral dairy call complain quot farm continu agricultur agricultur agricultur depart depart play step part export export export export export driv reduc prev board intern intern inform japan japan japan japan japan major rule rule access polic allow operat richard sale offic offic subsid subsid subsid subsid subsid trad trad trad trad trad trad trad trad trad trad trad"
"2310"," stay mexic mexic mexic mexic mexic mexic mexic mexic mexic mexic mexic small credit credit econom tuesday money stop year build potent billion billion invest firm pump seek gmt report meet expect aid million million support open talk nation monday monday industr deput foreign past airport paid made city city prim prim minist minist minist arriv arriv arriv ryutar hashimot hashimot hashimot hashimot tour edt trip trip trip juan rebolled gout ecolog medium size front toky doubl ernest zedill chil cost peru brazil direct rica cloud lift aim americ americ kidnap kidnap bord base tijuan ransom export captiv mamoru kon sany electr unoccup contact commun day day day latin latin announc wednesday wednesday comment memb project worth japan japan japan japan japan japan japan found polic releas execut presid presid top leg region hold electron offic offic offic sign subsid trad"
"2311"," recov recov recov recov recov recov recov compan early shield market market market hous publ track tuesday tuesday tuesday tuesday hard stop high year year review receiv york form billion billion billion amount invest invest invest invest unit equit equit week week week treat fund issu stat stat percent britain help lead decid name name name name name name name name name name name name sit design defend law law law futur futur legal support face face face liabl liabl hour hour end end challeng challeng long party case case case case monday monday time time deput august off grow commit commit commit made exchang loss head work assoc continu lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd lloyd sandl sandl london underw court court court court insur ago improv pound pound judg posit payn payn chief chief ten thousand claim claim claim cost anxi await outcom apply injunct pledg base propos propos incom reinsur pollut asbestos offset contend undergoe grill grill disclosur plan plan plan plan plan plan plan plan ron threat crucial minut break upset charg includ includ virgin contrav caus person examin essent giant raft deadlin accept accept accept reject reject headach uk boss criticis ditch secur secur secur attempt refus worldw favor determin brit subject judic compl promis friday outspok found sec sec christoph neutr stockwel stockwel respons silent hit hit request reneg rule schem schem chairm throw separat late depend morn robert few avail dismit meant action action action action guidelin brought worst make know extent pleas pleas fight enter recogn pete execut lane litigat opportun boost group group cross"
"2312"," wear nov congress popul clear elect hous econom gener gener rumor tuesday retir retir opinion interest rate year year team receiv north war war war war war war war war war war war war hero hero colin colin powel powel powel powel powel powel dole dole dole dole dole dole dole dole dole dole dole dole dole gulf gulf week week lent prestig issu ticket alongsid jack stat stat kemp kemp kemp percent meet veter veter veter kentuck strong strong natur introduc help help help balanc lead lead lead lead troop bill vict vict desert storm appear world world less main accus administ administ defend defend defend defend modern rally show speech strength appar party spotlight candid nation nation secret convent convent convent convent ve ve dieg haven age discuss cabinet die feder prior author chicag imag toler rise social reel off oust remind wish greet foreign past louisvill airport commit made vfw paid provid prais champ proud purpl san wound cut cut vision reassur comfort forc forc friend enemy notic servic visit lady spend auxil nearb auditor hear bob bob put part poll harmon energ infus americ mate centrepiec pledg incom sell harm elder scant simpl trail mat struggl detail run run plan day relat includ includ post great great unabl proceed budget budget project clinton clinton clinton clinton clinton clinton whit set few young moderat polic make inadequ add rely fight fight republ republ republ republ republ mission heart singl arm soldy prospect surpr fault presid presid presid terror operat campaign campaign campaign campaign iran cuba korea advant hope incumb demo boost precis tax independ prepar"
"2313"," negot negot negot negot night rhin westphal early ham novemb novemb liber sect unexpect adopt retail retail retail retail retail retail struck rhineland rhineland rhineland palatin palatin palatin lieu lieu tuesday tuesday tuesday tuesday weekday find saturday repret collar immed union union union union union union union union union reach applic shopown shopown even month month progress insist begin bonus bonus bonus room ahead gerhard keuchel come fresh hde hde plead start swift deadlock agree north sporad affect wholesal german drag suggest expert guenther wassman radio deal deal deal deal deal baulk seek bavar employ employ employ employ tenth suspend token token comprom issu controvers berlin germ germ germ germ represent stat stat east percent percent percent percent percent percent percent pay pay pay pay pay opt advanc main model hour hour hour hour end round pull pull talk talk talk talk talk talk talk talk talk dist industr industr time time time rise rise press extr extr off ground weak confid confid told warn call work work work work work work work work work work assoc continu continu declin servic spend strik strik strik posit outcom shop shop shop consum plan plan day wag wag wag wag wag caus driv wednesday essent truck accept accept resum resum refus demand demand demand joint hit whit stor morn broad action add allow allow compens region region offic split split tactic hbv hbv hbv hbv hbv disput dag dag dag dag"
"2314"," early market market market market sect credit econom retail retail retail back feel tuesday stock stock stock stock clos clos clos clos record record record high high interest interest rate rate month month low year point point good equit week meet sank britain chalk fts fts surpass couldn background outweigh subdu advanc eye fix sent boom level like gain index index index show show volum million shar open ve remain feder feder reserv return commit margin cut call declin london figur figur fact ago improv outcom lot led led consum consum consum venge reduc prev blu chip brit brit brit late morn set set forecast boost trad trad trad"
